Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q2 Sep-Nov",267133.024832136
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q2 Sep-Nov",1101.44895833094
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q2 Sep-Nov",48.1636364050874
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q2 Sep-Nov",277998.011563754
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",225482.237525906
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",73.866835666993
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",271.217960582623
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",214224.564649259
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",10548.0399000522
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",10780.538982265
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",158.632246545772
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q3 Dec-Feb",10986.4549160644
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",13545.1898190998
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",143.417307252689
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",6465.00340918728
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",6280.5850249275
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",282524.160594581
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",268.015686036078
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",41.0010770070954
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Q4 Mar-May",296337.366099717
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",109314.627661734
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",5.03623693813225
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",464.028740676253
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",4461.4052462889
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",4501.5959280036
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",35.1544447765652
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",2865.10316289762
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1990/91","Sep",105985.49575816
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",6550.38511251711
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",3770.63000275066
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",82.9421038831449
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",6451.091409
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",119.411759779909
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",116850.225346243
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",16.351599633965
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Apr",120740.267108774
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",101711.331259196
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",47.9173266171023
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",97417.0898630916
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",79.5762207238692
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",4874.7984737277
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",49.8071728202196
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",4214.66517538042
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Aug",4972.52297316502
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",4047.42190164458
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",3299.07828146779
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",87.8260375241254
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",3922.4289968094
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",121.353388326811
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",112770.544667237
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",37.1668673110493
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Dec",116190.976337032
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",120813.441620687
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",51.6450428065632
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",115125.6915333
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",138.39159760066
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",6297.3190245
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",102.573047528337
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",5549.35848978602
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Feb",6451.5371148349
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",830.503927030058
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",2548.93926487528
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",82.8996587918188
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",719.8825704
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",187.403867703936
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",132412.5000723
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",27.7216978382389
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jan",135148.843204879
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",85026.6180174878
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",42.3930313953697
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",79385.0368924347
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",105.17839312163
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",2887.3557711075
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",53.204238726265
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",5536.40273193144
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jul",2982.95304122914
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",942.950605825028
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",9608.752465375
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",47.0686590096225
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",872.2251840456
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",85.5243633428548
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",56227.6016078952
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",23.6567627698054
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Jun",65921.8784366131
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",107781.271331123
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",55.8198923508594
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",103023.6762702
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",128.044431628373
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",3041.3862801
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",103.514102642643
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",4629.55062929505
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Mar",3200.7202750935
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",3925.42553442521
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",4578.78521090205
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",83.9919229986715
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",3774.4598388
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",143.367507552659
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",59763.7750248
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",66.9737726265342
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","May",64485.9277432547
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",1281217.16787436
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",475.965093852772
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",1228636.1975283
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",1405.45633308403
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",44394.7406346486
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",892.726376265868
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",51175.5140129776
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","MY Jun-May",45763.4321047672
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",2548.16928437314
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",2222.30155944679
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",73.92333180567
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",2452.3458575217
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",113.170611366215
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",136385.04490385
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",21.9000950457722
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Nov",138720.517074663
"Total all wheat","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",125486.578444451
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",43.6810896796585
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",124154.704840559
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",100.470357048096
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",5093.915817564
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",65.7257788768568
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",1231.40324684318
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Oct",5203.32268612052
"Durum total","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",8898.42662021919
"All wheat flour","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",19359.8203726869
"Durum pasta and couscous","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",150.080070556107
"Durum grain","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",8634.3794288808
"All wheat products","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",270.278977188354
"All wheat grain","All Wheat","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",233029.728363422
"Durum semolina and flour","Durum","Exports, Qty","World","1,000 grain-equivalent bushels","1991/92","Q1 Jun-Aug",113.967120782277
